word	n_tokens	n_docs	sites	top_series	damaged_share
su-ta-no	1	1	KN:1	Da:1	0.00
a-no-qo	1	1	KN:1	Da:1	1.00
da-na-jo	1	1	KN:1	Db:1	0.00
ki-mu-ku	1	1	KN:1	Db:1	0.00
mu-da	1	1	KN:1	Dv:1	1.00
ku-ka-no	1	1	KN:1	Dc:1	0.00
te-mi-ro	1	1	KN:1	Da:1	0.00
si-ki-to	1	1	KN:1	Da:1	0.00
ra-ro	1	1	KN:1	Db:1	1.00
ra-to-jo	1	1	KN:1	Dd:1	1.00
ta-pe-ro	1	1	KN:1	Da:1	0.00
a-ri-ko	1	1	KN:1	Da:1	0.00
e-ra-to	1	1	KN:1	Dc:1	0.00
qe-ri	1	1	KN:1	Df:1	0.00
se-me-tu-ro	1	1	KN:1	Dc:1	0.00
e-wa-ra-jo	1	1	KN:1	Db:1	0.00
tu-ma-da-ro	1	1	KN:1	Db:1	0.00
o-to-ro-qa	1	1	KN:1	De:1	0.00
pa-ra-to	1	1	KN:1	Db:1	0.00
ma-ta-u-ro	1	1	KN:1	Dd:1	0.00
e-me-si-jo	1	1	KN:1	De:1	0.00
mo-qo-so	1	1	KN:1	De:1	0.00
mi-ni-to	1	1	KN:1	Da:1	1.00
ti-ri-jo-ko-so	1	1	KN:1	Da:1	0.00
ti-ri-ti-ja	1	1	KN:1	Ga:1	0.00
e-u-me-ta	1	1	KN:1	Dv:1	0.00
e-u-mo	1	1	KN:1	Da:1	0.00
ku-ke-to	1	1	KN:1	Da:1	0.00
ku-ne-u	1	1	KN:1	Da:1	0.00
se-do	1	1	KN:1	De:1	0.00
se-u	1	1	KN:1	Dk:1	1.00
wi-da-ka-so	1	1	KN:1	Dd:1	0.00
su-ma-no	1	1	KN:1	Dh:1	0.00
ri-ja-ta	1	1	KN:1	Dv:1	1.00
ri-di-ne-to	1	1	KN:1	Dv:1	1.00
ri-ma-zo	1	1	KN:1	Da:1	0.00
ja-ra-to	1	1	KN:1	De:1	0.00
ke-me-u	1	1	KN:1	Dv:1	0.00
si-jo-jo	1	1	KN:1	X-:1	1.00
me-ki-ti	1	1	KN:1	Dv:1	0.00
ma-no-we	1	1	KN:1	Dv:1	1.00
ki-ki-jo	1	1	KN:1	Da:1	1.00
ki-sa	1	1	KN:1	Dv:1	1.00
ru-ma-no	1	1	KN:1	Dg:1	0.00
wa-du-ka-sa-ro	1	1	KN:1	Da:1	0.00
ka-jo	1	1	KN:1	Da:1	0.00
ra-ne-to	1	1	KN:1	Dv:1	1.00
a-ze-ta	1	1	KN:1	Dv:1	0.00
a-na-ki-ti	1	1	KN:1	Dd:1	0.00
ki-sa-nu-mo	1	1	KN:1	Da:1	0.00
i-ke-ke-ra	1	1	KN:1	Df:1	0.00
di-ki-nu-wo	1	1	KN:1	Dv:1	0.00
di-de-ro	1	1	KN:1	Dv:1	0.00
di-za	1	1	KN:1	Dv:1	1.00
na-wi-ro	1	1	KN:1	Db:1	0.00
o-ki-ro	1	1	KN:1	Dv:1	0.00
qi-nwa-so	1	1	KN:1	Dc:1	0.00
ra-wa-ke-ja	1	1	KN:1	As:1	0.00
a-nu-wi-ko	1	1	KN:1	As:1	0.00
a-ra-da-jo	1	1	KN:1	As:1	0.00
pi-ja-si-ro	1	1	KN:1	As:1	0.00
po-to	1	1	KN:1	As:1	0.00
si-pu2	1	1	KN:1	As:1	0.00
qa-me-si-jo	1	1	KN:1	As:1	0.00
mi-ja-ra-ro	1	1	KN:1	As:1	0.00
pi-ri-no	1	1	KN:1	As:1	0.00
qa-to-no-ro	1	1	KN:1	As:1	0.00
pe-te-ki-ja	1	1	KN:1	As:1	0.00
ko-ni-da-jo	1	1	KN:1	As:1	0.00
i-te-u	1	1	KN:1	As:1	0.00
a-ta-ze-u	1	1	KN:1	As:1	1.00
a-ra-na-ro	1	1	KN:1	As:1	0.00
si-ja-pu2-ro	1	1	KN:1	As:1	0.00
su-ki-ri-to	1	1	KN:1	As:1	0.00
ne-o-ta	1	1	KN:1	As:1	0.00
a-ti-jo	1	1	KN:1	As:1	0.00
sa-pi-ti-nu-wo	1	1	KN:1	As:1	0.00
a-qa-to	1	1	KN:1	As:1	0.00
qa-nu-wa-so	1	1	KN:1	As:1	0.00
wi-ro	1	1	KN:1	As:1	0.00
su-mi	1	1	KN:1	As:1	0.00
i-wa-ko	1	1	KN:1	As:1	0.00
a-pi-wa-to	1	1	KN:1	As:1	0.00
pi-ja-se-me	1	1	KN:1	As:1	0.00
su-ke-re-o	1	1	KN:1	As:1	0.00
ku-to	1	1	KN:1	As:1	0.00
sa-u-ri-jo	1	1	KN:1	As:1	0.00
a-pi-ra-wo	1	1	KN:1	As:1	0.00
wi-ra-ne-to	1	1	KN:1	As:1	0.00
wa-ru-wo-qo	1	1	KN:1	As:1	0.00
re-qo-me-no	1	1	KN:1	As:1	1.00
a-di-nwa-ta	1	1	KN:1	As:1	0.00
qi-qe-ro	1	1	KN:1	As:1	0.00
wi-du	1	1	KN:1	As:1	1.00
ku-ra-no	1	1	KN:1	As:1	0.00
ku-pa-nu-we-to	1	1	KN:1	As:1	0.00
to-ro-no-wo-ko	1	1	KN:1	As:1	0.00
po-to-ri-jo	1	1	KN:1	As:1	0.00
pe-we-ri-jo	1	1	KN:1	As:1	0.00
i-we-ro	1	1	KN:1	As:1	0.00
ne-o-to	1	1	KN:1	As:1	0.00
pa-ja-ro	1	1	KN:1	As:1	0.00
ki-ke-ro	1	1	KN:1	As:1	0.00
i-to	1	1	KN:1	As:1	0.00
wo-i-ko-de	1	1	KN:1	As:1	0.00
ki-ma-ta	1	1	KN:1	As:1	0.00
da-ko-so	1	1	KN:1	As:1	0.00
si-za	1	1	KN:1	As:1	0.00
si-ja-ma	1	1	KN:1	As:1	0.00
a-ma-no	1	1	KN:1	As:1	0.00
te-ro-ri-jo	1	1	KN:1	Uf:1	0.00
pu2-to	1	1	KN:1	Uf:1	0.00
me-ta-no-re	1	1	KN:1	Uf:1	0.00
mi-ni-so	1	1	KN:1	Uf:1	0.00
sa-ka-ri-jo	1	1	KN:1	Vs:1	1.00
a-tu-qo-te-ra-to	1	1	KN:1	Vs:1	1.00
pi-ro-i-ta	1	1	KN:1	Vs:1	0.00
di-wa-jo	1	1	KN:1	Vs:1	0.00
ma-no-ne	1	1	KN:1	Vs:1	1.00
ki-si-wo	1	1	KN:1	Vs:1	1.00
ku-ta-ti	1	1	KN:1	Ga:1	1.00
a-mi-to-no	1	1	KN:1	Ra:1	0.00
pi-ri-te	1	1	KN:1	Ra:1	0.00
da-zo	1	1	KN:1	Ra:1	0.00
o-wa-si-jo	1	1	KN:1	Ra:1	0.00
ka-te-ri-ja	1	1	KN:1	C-:1	1.00
je-ne	1	1	KN:1	R-:1	1.00
mi-ja-ro	1	1	KN:1	Ln:1	0.00
wa-wa-ka	1	1	KN:1	Ln:1	0.00
ta-su	1	1	KN:1	Ln:1	0.00
ko-re-wo	1	1	KN:1	Ln:1	0.00
ru-sa-ma	1	1	KN:1	Ln:1	0.00
qe-pa-ta-no	1	1	KN:1	Ln:1	0.00
ru-nu	1	1	KN:1	Ln:1	1.00
po-ni-ke-ja	1	1	KN:1	Ln:1	1.00
me-na-qe	1	1	KN:1	Wb:1	1.00
ma-ri-jo	1	1	KN:1	X-:1	1.00
au-a3-ta	1	1	KN:1	C-:1	1.00
a-ra-ko-qe	1	1	KN:1	Vf:1	0.00
te-mi	1	1	KN:1	Df:1	0.00
ti-ro	1	1	KN:1	Dv:1	1.00
ta-na-to	1	1	KN:1	De:1	0.00
no-du	1	1	KN:1	V-:1	1.00
a-ko-we-i-ja	1	1	KN:1	L-:1	1.00
qe-ri-jo	1	1	KN:1	Ag:1	0.00
pi-za-ra	1	1	KN:1	X-:1	1.00
u-ta	1	1	KN:1	X-:1	1.00
qa-ra-o	1	1	KN:1	Og:1	0.00
sa-so	1	1	KN:1	Xg:1	1.00
ra-i	1	1	KN:1	Fh:1	1.00
de-we-ra	1	1	KN:1	Dv:1	0.00
ru-wo-i-ko	1	1	KN:1	Db:1	1.00
we-a	1	1	KN:1	Xf:1	1.00
a-ra-ro-mo-te-me-no	1	1	KN:1	Sd:1	1.00
a-u-qe	1	1	KN:1	Sd:1	1.00
a-re-ta-to	1	1	KN:1	Sd:1	0.00
au-ro	1	1	KN:1	Sd:1	0.00
mi-to-we-sa-e	1	1	KN:1	Sd:1	0.00
po-ni-ja-ja	1	1	KN:1	Sd:1	1.00
ka-ke-ja-pi	1	1	KN:1	Sd:1	0.00
a-ja-me	1	1	KN:1	Sd:1	0.00
a-na-i-ta	1	1	KN:1	Sf:1	0.00
a-na-ta	1	1	KN:1	Sf:1	0.00
pe-qa-to	1	1	KN:1	Sd:1	0.00
a-ro-mo-te-me-na	1	1	KN:1	Sd:1	0.00
me-ta-ke-ku-me-na	1	1	KN:1	Sf:1	0.00
wo-zo-me-no	1	1	KN:1	So:1	0.00
o-da-ku-we-ta	1	1	KN:1	So:1	0.00
a-ro2-jo	1	1	KN:1	So:1	0.00
wo-zo-me-na	1	1	KN:1	So:1	1.00
a-mo-te	1	1	KN:1	So:1	0.00
wa-ra-wi-ta	1	1	KN:1	So:1	1.00
e-ko	1	1	KN:1	So:1	0.00
o-pe-te-we	1	1	KN:1	So:1	0.00
ke-ra-i-ja-pi	1	1	KN:1	Sd:1	1.00
wo-ra-e	1	1	KN:1	Sp:1	0.00
ka-za	1	1	KN:1	Sp:1	0.00
u-qa-mo	1	1	KN:1	Mc:1	0.00
qe-wa-ra	1	1	KN:1	Mc:1	0.00
ka-ma-so	1	1	KN:1	Mc:1	0.00
ja-qo	1	1	KN:1	Mc:1	0.00
a-na-mo-ta	1	1	KN:1	Sf:1	1.00
ri-mi-jo	1	1	KN:1	E-:1	1.00
jo-a-mi-ni-so-de	1	1	KN:1	Og:1	1.00
ku-pe-se-ro	1	1	KN:1	Og:1	0.00
ne-ri-wa-to	1	1	KN:1	Og:1	0.00
pu-ru	1	1	KN:1	Nc:1	1.00
e-ri-sa-ta	1	1	KN:1	Nc:1	0.00
me-wo-ni-jo	1	1	KN:1	U-:1	0.00
a3-ki-si-jo	1	1	KN:1	U-:1	0.00
ta-u-po-no	1	1	KN:1	U-:1	0.00
pu-re-wa	1	1	KN:1	U-:1	1.00
ka-u-ja	1	1	KN:1	U-:1	1.00
de-u-ke-ro	1	1	KN:1	U-:1	1.00
a3-ki-po	1	1	KN:1	U-:1	1.00
pi-ri-sa-ta	1	1	KN:1	U-:1	1.00
se-ri-na-ta	1	1	KN:1	U-:1	0.00
pa-ke-ta	1	1	KN:1	U-:1	0.00
a-wi-to-do-to	1	1	KN:1	U-:1	0.00
da-so	1	1	KN:1	Nc:1	1.00
a-na-ka	1	1	KN:1	Nc:1	1.00
qa-ka-na-pi	1	1	KN:1	So:1	1.00
e-ro-pa-ke-u	1	1	KN:1	As:1	0.00
ko-ki	1	1	KN:1	As:1	1.00
ra-wo-po-qo	1	1	KN:1	As:1	1.00
pa-pu	1	1	KN:1	Xg:1	1.00
ki-ri-ta-i	1	1	KN:1	Od:1	1.00
ka-da-i-so	1	1	KN:1	De:1	0.00
ka-ra-i-no	1	1	KN:1	Bk:1	1.00
di-pa-te	1	1	KN:1	F-:1	1.00
wi-pi-o	1	1	KN:1	Nc:1	0.00
pe-ne-we-te	1	1	KN:1	L-:1	1.00
do-wa	1	1	KN:1	V-:1	1.00
a-ra	1	1	KN:1	Wb:1	1.00
su-se	1	1	KN:1	Da:1	0.00
wi-ra-ne	1	1	KN:1	Da:1	0.00
po-ka-ro	1	1	KN:1	Da:1	0.00
ku-jo	1	1	KN:1	Df:1	0.00
ku-i-so	1	1	KN:1	Da:1	1.00
pi-ki-nu-wo	1	1	KN:1	Da:1	0.00
ta-za	1	1	KN:1	Dv:1	1.00
a-da-ra-ro	1	1	KN:1	Da:1	0.00
wi-ro-jo	1	1	KN:1	Da:1	0.00
ru-ta2	1	1	KN:1	Db:1	0.00
ri-ro	1	1	KN:1	Dv:1	1.00
nwa	1	1	KN:1	Dv:1	1.00
u-ro2	1	1	KN:1	Db:1	0.00
wa-po	1	1	KN:1	Fh:1	0.00
a-pu-do	1	1	KN:1	Fh:1	1.00
u-ne	1	1	KN:1	Fh:1	1.00
za-we-te	1	1	KN:1	Fh:1	1.00
ko-ki-de-jo	1	1	KN:1	Fh:1	0.00
to-de	1	1	KN:1	Fh:1	1.00
su-ko-ne	1	1	KN:1	Fp:1	0.00
wa-u-so	1	1	KN:1	Fh:1	1.00
ku-ru-me-ne-jo	1	1	KN:1	Fh:1	0.00
a-ka-ta-ra-te-so-de	1	1	KN:1	Fp:1	0.00
me-ra-de	1	1	KN:1	Fh:1	0.00
ne-wo-jo	1	1	KN:1	Fh:1	0.00
ku-ru-ka	1	1	KN:1	Ve:1	0.00
te-ja-ro	1	1	KN:1	X-:1	1.00
ka-na-po	1	1	KN:1	Vs:1	1.00
qa-na	1	1	KN:1	Ve:1	1.00
we-ke-se	1	1	KN:1	Od:1	1.00
ja-mi-nu	1	1	KN:1	Ap:1	1.00
a-re-te-re-u	1	1	KN:1	As:1	1.00
we-to-ro	1	1	KN:1	V-:1	1.00
ki-so	1	1	KN:1	Da:1	1.00
wa-te	1	1	KN:1	X-:1	1.00
pa-we	1	1	KN:1	Ld:1	1.00
ko-ko	1	1	KN:1	As:1	1.00
si-pa-ta-do	1	1	KN:1	Dv:1	0.00
qo-te-jo	1	1	KN:1	Dn:1	1.00
si-ri-pi-jo	1	1	KN:1	Dv:1	0.00
me-na-wa-te	1	1	KN:1	X-:1	1.00
wa-no-qe	1	1	KN:1	Ch:1	1.00
ka-da-i-to	1	1	KN:1	Uf:1	0.00
ki-zo	1	1	KN:1	Ap:1	0.00
o-ri-mo	1	1	KN:1	Ap:1	1.00
pu-zo	1	1	KN:1	Ap:1	0.00
pi-ja-mu-nu	1	1	KN:1	Ap:1	1.00
ni-ta	1	1	KN:1	Ap:1	1.00
o-sa-po-to	1	1	KN:1	Ap:1	1.00
ka-pa-jo	1	1	KN:1	Bo:1	0.00
ko-no-so-de	1	1	KN:1	C-:1	0.00
wi-du-ru-ta	1	1	KN:1	Ch:1	1.00
sa-na-so	1	1	KN:1	Nc:1	1.00
po-ko-me	1	1	KN:1	X-:1	1.00
su-po	1	1	KN:1	Dc:1	0.00
ro-we	1	1	KN:1	Vs:1	1.00
se-me-ni	1	1	KN:1	Vs:1	1.00
ka-ma-jo	1	1	KN:1	Am:1	0.00
o-da-ra-o	1	1	KN:1	Vs:1	0.00
po-ru-o	1	1	KN:1	X-:1	1.00
ma-jo	1	1	KN:1	As:1	1.00
me-tu	1	1	KN:1	X-:1	1.00
su-ri-jo	1	1	KN:1	X-:1	1.00
ru-ka	1	1	KN:1	X-:1	1.00
je-wa	1	1	KN:1	Sc:1	1.00
ko-pu-ra	1	1	KN:1	L-:1	0.00
na-ro	1	1	KN:1	Dv:1	1.00
ra-zo	1	1	KN:1	C-:1	1.00
u-jo	1	1	KN:1	X-:1	1.00
ra-ze	1	1	KN:1	Wb:1	1.00
no-sa-ro	1	1	KN:1	Dv:1	0.00
a3-to	1	1	KN:1	Da:1	0.00
o-re-i	1	1	KN:1	B-:1	0.00
ke-ti-ra-wo	1	1	KN:1	V-:1	1.00
ka-ma-o	1	1	KN:1	C-:1	1.00
a-ki-ri-ja	1	1	KN:1	Cf:1	0.00
no-qe	1	1	KN:1	Ch:1	1.00
a-ko-ro-we-i	1	1	KN:1	Ch:1	1.00
ko-ta-o	1	1	KN:1	Dq:1	1.00
ti-za	1	1	KN:1	Dl:1	1.00
ta-ja-no	1	1	KN:1	Dv:1	1.00
u-ka	1	1	KN:1	D-:1	1.00
ra-je-we	1	1	KN:1	L-:1	0.00
te-ro	1	1	KN:1	L-:1	1.00
ra-qa-ra	1	1	KN:1	Xe:1	1.00
te-nu	1	1	KN:1	Uf:1	0.00
ru-po	1	1	KN:1	Uf:1	1.00
e-re-pa-ta	1	1	KN:1	Og:1	0.00
u-su	1	1	KN:1	V-:1	0.00
ta-qa-ra-ti	1	1	KN:1	V-:1	1.00
pa-ke-we	1	1	KN:1	L-:1	1.00
ki-to-ni-ja	1	1	KN:1	L-:1	1.00
ka-na-a-po	1	1	KN:1	Ve:1	0.00
me-ja	1	1	KN:1	V-:1	1.00
pi-po-to	1	1	KN:1	X-:1	1.00
i-wi-ro	1	1	KN:1	Sc:1	1.00
ki-do-ro	1	1	KN:1	X-:1	1.00
to-ro-wa-ko	1	1	KN:1	C-:1	1.00
a-na-pe-we	1	1	KN:1	Xd:1	1.00
o-ki	1	1	KN:1	X-:1	1.00
de-a	1	1	KN:1	X-:1	1.00
di-pi-ja	1	1	KN:1	Vf:1	0.00
te-ra2	1	1	KN:1	Xd:1	1.00
e-na-i	1	1	KN:1	Sc:1	1.00
qa-ta2	1	1	KN:1	X-:1	1.00
a3-wa-ta	1	1	KN:1	Vc:1	0.00
a-di-ri-jo	1	1	KN:1	Do:1	0.00
a-re-i	1	1	KN:1	Vc:1	1.00
pa-ra-ne	1	1	KN:1	Vc:1	0.00
a-qi-ta	1	1	KN:1	V-:1	1.00
di-ki-mo	1	1	KN:1	X-:1	1.00
ku-ko-wi-ra	1	1	KN:1	X-:1	1.00
re-wo	1	1	KN:1	Xd:1	1.00
wo-tu	1	1	KN:1	Xd:1	1.00
ku-re	1	1	KN:1	Ch:1	1.00
a-pa-ta-wa-ja	1	1	KN:1	Vf:1	0.00
tu-ma-i	1	1	KN:1	X-:1	1.00
ru-da-to	1	1	KN:1	Dk:1	1.00
ru-wa-ni-jo	1	1	KN:1	X-:1	0.00
re-ki-si	1	1	KN:1	X-:1	1.00
me-te	1	1	KN:1	X-:1	1.00
po-ti-ni-ja-we-i-jo	1	1	KN:1	Dp:1	1.00
pu-ta-ta	1	1	KN:1	X-:1	1.00
ta-qa-ra	1	1	KN:1	Od:1	1.00
a-ne	1	1	KN:1	Ag:1	1.00
na-ni	1	1	KN:1	Vc:1	1.00
wi-pe-wa	1	1	KN:1	Xd:1	1.00
ku-pa	1	1	KN:1	X-:1	1.00
du-wo-pe	1	1	KN:1	Xd:1	1.00
ra-ki-si	1	1	KN:1	X-:1	1.00
u-a	1	1	KN:1	X-:1	1.00
ki-si	1	1	KN:1	X-:1	1.00
ra-tu	1	1	KN:1	Vf:1	1.00
nu-a	1	1	KN:1	Sc:1	1.00
me-re-ja	1	1	KN:1	Vc:1	1.00
te-ta	1	1	KN:1	Vc:1	1.00
nwa-re	1	1	KN:1	Vc:1	1.00
u-te	1	1	KN:1	Sc:1	1.00
to-te	1	1	KN:1	X-:1	1.00
si-ni-ja	1	1	KN:1	X-:1	1.00
e-ta	1	1	KN:1	L-:1	1.00
pi-ra2-mo	1	1	KN:1	X-:1	1.00
pi-ja	1	1	KN:1	Ai:1	1.00
re-si-jo	1	1	KN:1	X-:1	1.00
ra-ri-jo	1	1	KN:1	Dl:1	1.00
ka-ri-pi-jo	1	1	KN:1	X-:1	1.00
ta-wo	1	1	KN:1	X-:1	1.00
we-wa-ta	1	1	KN:1	Vc:1	1.00
i-ta	1	1	KN:1	Vc:1	1.00
ke-nu	1	1	KN:1	Sc:1	1.00
re-wa	1	1	KN:1	X-:1	1.00
pte	1	1	KN:1	X-:1	1.00
no-da	1	1	KN:1	Xd:1	1.00
to-ra	1	1	KN:1	Sk:1	0.00
o-pi-ko-ru-si-ja	1	1	KN:1	Sk:1	0.00
su-ra	1	1	KN:1	Xg:1	1.00
ra-wi	1	1	KN:1	Xg:1	1.00
ku-we-jo	1	1	KN:1	Xf:1	1.00
e-pi-ke-to	1	1	KN:1	E-:1	1.00
do-ri	1	1	KN:1	Xd:1	1.00
ja-na-ti	1	1	KN:1	F-:1	1.00
se-te-jo	1	1	KN:1	X-:1	1.00
su-ti-jo	1	1	KN:1	Dv:1	1.00
ka-ta2	1	1	KN:1	Xg:1	1.00
ku-ku-mo	1	1	KN:1	Xg:1	1.00
me-ri-wo	1	1	KN:1	Bk:1	1.00
si-ki-ro	1	1	KN:1	U-:1	1.00
te-re-u	1	1	KN:1	Xf:1	1.00
ko-pu	1	1	KN:1	X-:1	1.00
e-te-wa-o	1	1	KN:1	X-:1	1.00
e-wo	1	1	KN:1	Sc:1	1.00
ka-de	1	1	KN:1	Xd:1	1.00
no-ro	1	1	KN:1	Nc:1	1.00
qe-u	1	1	KN:1	Dv:1	1.00
ki-ri-ta-de	1	1	KN:1	Ws:1	0.00
ke-ni-qa	1	1	KN:1	Ws:1	0.00
a-sa-mi-to	1	1	KN:1	Ws:1	0.00
na-ki-zo	1	1	KN:1	Ws:1	0.00
pa-wo	1	1	KN:1	Ws:1	0.00
pe-ro	1	1	KN:1	X-:1	1.00
e-u-ko	1	1	KN:1	V-:1	1.00
ka-re	1	1	KN:1	Xe:1	1.00
wa-ko	1	1	KN:1	Ak:1	1.00
we-si-jo-jo	1	1	KN:1	X-:1	1.00
wa-jo	1	1	KN:1	Xd:1	1.00
se-to	1	1	KN:1	X-:1	1.00
ku-wa-ta	1	1	KN:1	Ws:1	0.00
ni-mo	1	1	KN:1	Dv:1	1.00
te-ja	1	1	KN:1	X-:1	1.00
ri-wa	1	1	KN:1	X-:1	1.00
e-wa	1	1	KN:1	Sc:1	1.00
ka-di-ja	1	1	KN:1	Vc:1	1.00
di-jo	1	1	KN:1	X-:1	1.00
we-e	1	1	KN:1	D-:1	1.00
e-se	1	1	KN:1	X-:1	1.00
pu-ko	1	1	KN:1	Dv:1	1.00
pa-na	1	1	KN:1	Dv:1	1.00
wa-no	1	1	KN:1	X-:1	1.00
e-wi-ri-pi-ja	1	1	PY:1	Aa:1	0.00
ze-pu2-ra3	1	1	PY:1	Aa:1	0.00
ki-ma-ra	1	1	PY:1	Aa:1	0.00
e-pi-ko-o	1	1	PY:1	Aa:1	0.00
e-pi-jo-ta-na	1	1	PY:1	Aa:1	0.00
no-ri-wo-ko	1	1	PY:1	Aa:1	0.00
o-ti-ri-ja	1	1	PY:1	Aa:1	0.00
ku-te-ra3	1	1	PY:1	Aa:1	0.00
ki-si-wi-ja	1	1	PY:1	Aa:1	0.00
pi-we-re	1	1	PY:1	Aa:1	0.00
ra-mi-ni-ja	1	1	PY:1	Ab:1	0.00
o-nu-ke-ja	1	1	PY:1	Ab:1	1.00
a-pu-ko-wo-ko	1	1	PY:1	Ab:1	0.00
ra-qi-ti-ra2	1	1	PY:1	Ab:1	0.00
mi-ra-ti-ra	1	1	PY:1	Ab:1	0.00
o-ti-ra2	1	1	PY:1	Ab:1	0.00
ra-pi-ti-ra2	1	1	PY:1	Ab:1	0.00
me-ki-to-ki-ri-ta	1	1	PY:1	Ab:1	0.00
pe-ki-ti-ra2	1	1	PY:1	Ab:1	0.00
me-re-ti-ra2	1	1	PY:1	Ab:1	0.00
pe-ti-ni-jo	1	1	PY:1	Ac:1	0.00
te-mi-ti-jo	1	1	PY:1	Ac:1	0.00
we-we-si-je-ja-o	1	1	PY:1	Ad:1	1.00
ne-we-wi-ja-o	1	1	PY:1	Ad:1	0.00
a-ra-te-ja-o	1	1	PY:1	Ad:1	0.00
o-ti-ra2-o	1	1	PY:1	Ad:1	0.00
ra-u-ra-ti-jo	1	1	PY:1	Ad:1	0.00
ze-pu2-ra-o	1	1	PY:1	Ad:1	0.00
ra-qi-ti-ra2-o	1	1	PY:1	Ad:1	0.00
ki-ma-ra-o	1	1	PY:1	Ad:1	0.00
no-ri-wo-ko-jo	1	1	PY:1	Ad:1	0.00
ka-ru-ti-je-ja-o-qe	1	1	PY:1	Ad:1	0.00
e-pi-ko-e	1	1	PY:1	Ad:1	0.00
a-ra-ka-te-ja-o	1	1	PY:1	Ad:1	0.00
ka-pa-ra2-do	1	1	PY:1	Ad:1	1.00
ko-ro-ki-ja-o	1	1	PY:1	Ad:1	0.00
ki-ni-di-ja-o	1	1	PY:1	Ad:1	0.00
a-pu-ne-we	1	1	PY:1	Ad:1	0.00
e-re-ta-o	1	1	PY:1	Ad:1	0.00
ti-nwa-ti-ja-o	1	1	PY:1	Ad:1	0.00
i-te-ja-o	1	1	PY:1	Ad:1	0.00
ka-wo-ta-ra	1	1	PY:1	Ad:1	1.00
e-ke-ro-qo-no-qe	1	1	PY:1	Ad:1	0.00
pa-wo-ko-qe	1	1	PY:1	Ad:1	0.00
pe-ki-ti-ra2-o	1	1	PY:1	Ad:1	0.00
qe-ro-me-no	1	1	PY:1	Ad:1	1.00
ko-ri-to	1	1	PY:1	Ad:1	0.00
te-pe-ja-o	1	1	PY:1	Ad:1	0.00
ku-so-no	1	1	PY:1	Ae:1	0.00
ma-ta-wo	1	1	PY:1	Ae:1	1.00
a-ti-ri-ja	1	1	PY:1	Ae:1	1.00
ko-ro-ja-ta	1	1	PY:1	Ae:1	0.00
ka-ra-wi-po-ro-jo	1	1	PY:1	Ae:1	1.00
o-ro-me-no	1	1	PY:1	Ae:1	0.00
ta-ra-ma-o	1	1	PY:1	Ae:1	0.00
wi-ja-da-ra	1	1	PY:1	Ae:1	0.00
su-ra-te	1	1	PY:1	Ae:1	0.00
i-je-ro-jo	1	1	PY:1	Ae:1	0.00
ku-ru-so-jo	1	1	PY:1	Ae:1	0.00
ko-to-ne-we	1	1	PY:1	Ae:1	1.00
pe-re-u-ro-na-de	1	1	PY:1	An:1	0.00
e-ta-je-u	1	1	PY:1	An:1	0.00
wi-do-wo-i-jo	1	1	PY:1	An:1	0.00
to-ro-wi-ka	1	1	PY:1	An:1	0.00
po-ru-to	1	1	PY:1	An:1	0.00
o-tu	1	1	PY:1	An:1	0.00
sa-ni-jo	1	1	PY:1	An:1	0.00
a-se-e	1	1	PY:1	An:1	1.00
te-re-ne-we	1	1	PY:1	An:1	0.00
i-na-ne	1	1	PY:1	An:1	0.00
e-pi-ja-ta	1	1	PY:1	An:1	1.00
e-re-u-ta	1	1	PY:1	An:1	0.00
a-ma-to-wo	1	1	PY:1	An:1	0.00
sa-ri	1	1	PY:1	An:1	1.00
pi-wa-to	1	1	PY:1	An:1	0.00
de-me-o-te	1	1	PY:1	An:1	0.00
me-te-to-de	1	1	PY:1	An:1	0.00
sa-ma-ra-de	1	1	PY:1	An:1	0.00
a-ta-ro	1	1	PY:1	An:1	0.00
o-za-mi	1	1	PY:1	An:1	1.00
me-ri-da-ma-te	1	1	PY:1	An:1	0.00
po-ru-da-ma-te	1	1	PY:1	An:1	0.00
e-ni-ja-u-si-jo	1	1	PY:1	An:1	0.00
a-ta	1	1	PY:1	An:1	0.00
ke-re-te	1	1	PY:1	An:1	0.00
ti-ki-jo	1	1	PY:1	An:1	1.00
a-ta-ro-we	1	1	PY:1	An:1	0.00
pu-ro-jo	1	1	PY:1	An:1	0.00
ri-na-ko-ro	1	1	PY:1	An:1	0.00
ka-nu-ta-jo	1	1	PY:1	An:1	0.00
a-so-na	1	1	PY:1	An:1	0.00
ka-ke-u-si	1	1	PY:1	An:1	0.00
we-ro-ta	1	1	PY:1	An:1	0.00
pe-re-ku-ta	1	1	PY:1	An:1	1.00
ki-jo-qe-u	1	1	PY:1	An:1	1.00
mi-to-no	1	1	PY:1	An:1	1.00
da-ka-sa-na-ta	1	1	PY:1	An:1	0.00
ma-ta-i	1	1	PY:1	An:1	0.00
ta-ra-ke-wi	1	1	PY:1	An:1	1.00
a-no-ke-wa	1	1	PY:1	An:1	0.00
ko-ro-su-ka	1	1	PY:1	An:1	0.00
a-ta-wo	1	1	PY:1	An:1	0.00
me-to-qe-u	1	1	PY:1	An:1	0.00
ki-du-ro	1	1	PY:1	An:1	0.00
qa-ra2	1	1	PY:1	An:1	0.00
a-ro-po	1	1	PY:1	An:1	0.00
pi-ri-je-te-re	1	1	PY:1	An:1	1.00
a-de-te-re	1	1	PY:1	An:1	1.00
