doc	context	sigla	epoch
HTWa1666	LMIB		LM
HTWa1667	LMIB		LM
HTWa1668	LMIB		LM
HTWa1669	LMIB	LMIB	LM
HTWa1670	LMIB		LM
HTWa1671	LMIB		LM
HTWa1672	LMIB		LM
HTWa1673	LMIB		LM
HTWa1674	LMIB		LM
HTWa1675	LMIB		LM
HTWa1676	LMIB		LM
HTWa1677	LMIB		LM
HTWa1678	LMIB		LM
HTWa1679	LMIB		LM
HTWa1680	LMIB		LM
HTWa1681	LMIB		LM
HTWa1682	LMIB		LM
HTWa1683	LMIB		LM
HTWa1684	LMIB		LM
HTWa1685	LMIB		LM
HTWa1686	LMIB		LM
HTWa1687	LMIB		LM
HTWa1688	LMIB		LM
HTWa1689	LMIB		LM
HTWa1690	LMIB		LM
HTWa1691	LMIB		LM
HTWa1692	LMIB		LM
HTWa1693	LMIB		LM
HTWa1694	LMIB		LM
HTWa1695	LMIB		LM
HTWa1696	LMIB		LM
HTWa1697	LMIB		LM
HTWa1698	LMIB		LM
HTWa1699	LMIB		LM
HTWa1700	LMIB		LM
HTWa1701	LMIB		LM
HTWa1702	LMIB		LM
HTWa1703	LMIB		LM
HTWa1704	LMIB		LM
HTWa1705	LMIB		LM
HTWa1706	LMIB		LM
HTWa1707	LMIB		LM
HTWa1708	LMIB		LM
HTWa1709	LMIB		LM
HTWa1710	LMIB	LMIB	LM
HTWa1711	LMIB		LM
HTWa1712	LMIB		LM
HTWa1713	LMIB		LM
HTWa1714	LMIB		LM
HTWa1715	LMIB		LM
HTWa1716	LMIB		LM
HTWa1717	LMIB		LM
HTWa1718	LMIB		LM
HTWa1719	LMIB		LM
HTWa1720	LMIB	LMIB	LM
HTWa1721	LMIB		LM
HTWa1722	LMIB		LM
HTWa1723	LMIB	LMIB	LM
HTWa1724	LMIB		LM
HTWa1725	LMIB	LMIB	LM
HTWa1726	LMIB		LM
HTWa1727	LMIB		LM
HTWa1728	LMIB		LM
HTWa1729	LMIB		LM
HTWa1730	LMIB		LM
HTWa1731	LMIB		LM
HTWa1732	LMIB		LM
HTWa1733	LMIB		LM
HTWa1734	LMIB	LMIB	LM
HTWa1735	LMIB		LM
HTWa1736	LMIB		LM
HTWa1737	LMIB		LM
HTWa1738	LMIB		LM
HTWa1739	LMIB		LM
HTWa1740	LMIB		LM
HTWa1741	LMIB		LM
HTWa1742	LMIB		LM
HTWa1743	LMIB		LM
HTWa1744	LMIB		LM
HTWa1745	LMIB		LM
HTWa1746	LMIB		LM
HTWa1747	LMIB	LMIB	LM
HTWa1748	LMIB		LM
HTWa1749	LMIB		LM
HTWa1750	LMIB		LM
HTWa1751	LMIB	LMIB	LM
HTWa1752	LMIB		LM
HTWa1753	LMIB	LMIB	LM
HTWa1754	LMIB	LMIB	LM
HTWa1755	LMIB		LM
HTWa1756	LMIB		LM
HTWa1757	LMIB		LM
HTWa1758	LMIB	LMIB	LM
HTWa1759	LMIB		LM
HTWa1760	LMIB		LM
HTWa1761	LMIB		LM
HTWa1762	LMIB		LM
HTWa1763	LMIB		LM
HTWa1764	LMIB	LMIB	LM
HTWa1765	LMIB		LM
HTWa1766	LMIB	LMIB	LM
HTWa1767	LMIB		LM
HTWa1768	LMIB		LM
HTWa1769	LMIB		LM
HTWa1770	LMIB		LM
HTWa1771	LMIB		LM
HTWa1772	LMIB		LM
HTWa1773	LMIB		LM
HTWa1774	LMIB		LM
HTWa1775	LMIB		LM
HTWa1776	LMIB		LM
HTWa1777	LMIB		LM
HTWa1778	LMIB		LM
HTWa1779	LMIB		LM
HTWa1780	LMIB		LM
HTWa1781	LMIB		LM
HTWa1782	LMIB		LM
HTWa1783	LMIB		LM
HTWa1784	LMIB		LM
HTWa1785	LMIB		LM
HTWa1786	LMIB		LM
HTWa1787	LMIB		LM
HTWa1788	LMIB		LM
HTWa1789	LMIB		LM
HTWa1790	LMIB		LM
HTWa1791	LMIB		LM
HTWa1792	LMIB		LM
HTWa1793	LMIB	LMIB	LM
HTWa1794	LMIB		LM
HTWa1795	LMIB		LM
HTWa1796	LMIB		LM
HTWa1797	LMIB		LM
HTWa1798	LMIB		LM
HTWa1799	LMIB		LM
HTWa1800	LMIB		LM
HTWa1801	LMIB		LM
HTWa1802	LMIB		LM
HTWa1803	LMIB		LM
HTWa1804	LMIB		LM
HTWa1805	LMIB	LMIB	LM
HTWa1806	LMIB		LM
HTWa1807	LMIB		LM
HTWa1808	LMIB		LM
HTWa1809	LMIB	LMIB	LM
HTWa1810	LMIB		LM
HTWa1811	LMIB		LM
HTWa1812	LMIB		LM
HTWa1813	LMIB	LMIB	LM
HTWa1814	LMIB		LM
HTWa1815	LMIB		LM
HTWa1816	LMIB	LMIB	LM
HTWa1817	LMIB		LM
HTWa1818	LMIB		LM
HTWa1819	LMIB		LM
HTWa1820	LMIB		LM
HTWa1821	LMIB		LM
HTWa1822	LMIB		LM
HTWa1823	LMIB		LM
HTWa1824	LMIB		LM
HTWa1825	LMIB		LM
HTWa1826	LMIB		LM
HTWa1827	LMIB		LM
HTWa1828	LMIB		LM
HTWa1829	LMIB		LM
HTWa1830	LMIB		LM
HTWa1831	LMIB		LM
HTWa1832	LMIB		LM
HTWa1833	LMIB		LM
HTWa1834	LMIB		LM
HTWa1835	LMIB		LM
HTWa1836	LMIB		LM
HTWa1837	LMIB		LM
HTWa1838	LMIB		LM
HTWa1839	LMIB		LM
HTWa1840	LMIB		LM
HTWa1841	LMIB		LM
HTWa1842	LMIB		LM
HTWa1843	LMIB		LM
HTWa1844	LMIB		LM
HTWa1845+1733	LMIB		LM
HTWa1846	LMIB		LM
HTWa1847	LMIB		LM
HTWa1848	LMIB		LM
HTWa1849	LMIB	LMIB	LM
HTWa1850	LMIB	LMIB	LM
HTWa1851	LMIB	LMIB	LM
HTWa1852	LMIB	LMIB	LM
HTWa1853	LMIB	LMIB	LM
HTWa1854	LMIB	LMIB	LM
HTWa1855	LMIB		LM
HTWa1856	LMIB		LM
HTWa1857	LMIB		LM
HTWa1858	LMIB		LM
HTWa1859	LMIB		LM
HTWa1860	LMIB		LM
HTWa1861	LMIB		LM
HTWb229	LMIB		LM
HTWb2001	LMIB		LM
HTWb2002	LMIB		LM
HTWc3001	LMIB	LMIB	LM
HTWc3002	LMIB	LMIB	LM
HTWc3003	LMIB	LMIB	LM
HTWc3004	LMIB	LMIB	LM
HTWc3005	LMIB	LMIB	LM
HTWc3006	LMIB	LMIB	LM
HTWc3007	LMIB	LMIB	LM
HTWc3008	LMIB	LMIB	LM
HTWc3009	LMIB	LMIB	LM
HTWc3010	LMIB	LMIB	LM
HTWc3011	LMIB	LMIB	LM
HTWc3012	LMIB	LMIB	LM
HTWc3013	LMIB	LMIB	LM
HTWc3014	LMIB	LMIB	LM
HTWc3015	LMIB	LMIB	LM
HTWc3016	LMIB	LMIB	LM
HTWc3017	LMIB	LMIB	LM
HTWc<3018>	LMIB		LM
HTWc3019	LMIB	LMIB	LM
HTWc3021	LMIB		LM
HTWc3022		LMIB	LM
HTWc3023	LMIB		LM
HTWc3024	LMIB		LM
HTWd1617	LMIB		LM
HTWd1663	LMIB		LM
HTWeWc3020	LMIB		LM
HTZb158a	LMIB	LMIB	LM
HTZb158b	LMIB	LMIB	LM
HTZb159	LMIB	LMIB	LM
HTZb160	LMIB	LMIB	LM
HTZb161	LMIB	LMIB	LM
HTZb162	LMIB		LM
HTZb162bis	LMIB		LM
HTZd155	LMIB	LMIB	LM
HTZd157+156	LMIB		LM
HTZf163	LMIB		LM
HTZf164	LMIB		LM
HTZf165	LMIB		LM
HTZf166	LMIB		LM
HTZf167	LMIB		LM
HTZf168	LMIB		LM
HTZf169	LMIB		LM
HTZg163	LMIB		LM
IOZa<1>			
IOZa2			
IOZa3			
IOZa4			
IOZa5			
IOZa6	LMIA		LM
IOZa7	LMI		LM
IOZa8	LMI		LM
IOZa9			
IOZb10	LMI		LM
IOZa11			
IOZa12	LMI		LM
IOZa13			
IOZa14			
IOZa15			
IOZa16			
KAZf1			
KAMZb1			
KANZa1			
KE1	MMIII		MM
KEWc2	MMIII		MM
KEZb3	LMIB		LM
KEZb4	MMIII		MM
KEZb5	LMIB		LM
KEZb6			
KEZb7			
KH1		LMIB	LM
KH2		LMIB	LM
KH3		LMIB	LM
KH4		LMIB	LM
KH5	LMIB	LMIB	LM
KH6	LMIB	LMIB	LM
KH7a		LMIB	LM
KH7b		LMIB	LM
KH8	LMIB	LMIB	LM
KH9	LMIB	LMIB	LM
KH10	LMIB	LMIB	LM
KH11	LMIB	LMIB	LM
KH12	LMIB	LMIB	LM
KH13	LMIB	LMIB	LM
KH14	LMIB	LMIB	LM
KH15	LMIB	LMIB	LM
KH16	LMIB	LMIB	LM
KH17	LMIB	LMIB	LM
KH18	LMIB	LMIB	LM
KH19	LMIB	LMIB	LM
KH20	LMIB	LMIB	LM
KH21	LMIB	LMIB	LM
KH22	LMIB	LMIB	LM
KH23	LMIB	LMIB	LM
KH24	LMIB	LMIB	LM
KH25	LMIB	LMIB	LM
KH26	LMIB	LMIB	LM
KH27	LMIB	LMIB	LM
KH28	LMIB	LMIB	LM
KH29	LMIB	LMIB	LM
KH30	LMIB	LMIB	LM
KH31	LMIB	LMIB	LM
KH32	LMIB	LMIB	LM
KH33	LMIB	LMIB	LM
KH34	LMIB	LMIB	LM
KH35	LMIB	LMIB	LM
KH36	LMIB	LMIB	LM
KH37	LMIB	LMIB	LM
KH38	LMIB	LMIB	LM
KH39	LMIB	LMIB	LM
KH40	LMIB	LMIB	LM
KH41	LMIB	LMIB	LM
KH42	LMIB	LMIB	LM
KH43	LMIB	LMIB	LM
KH44	LMIB	LMIB	LM
KH45	LMIB	LMIB	LM
KH46	LMIB	LMIB	LM
KH47	LMIB	LMIB	LM
KH49	LMIB	LMIB	LM
KH50	LMIB	LMIB	LM
KH51	LMIB	LMIB	LM
KH52	LMIB	LMIB	LM
KH53	LMIB	LMIB	LM
KH54	LMIB	LMIB	LM
KH55	LMIB	LMIB	LM
KH56	LMIB	LMIB	LM
KH57	LMIB	LMIB	LM
KH58	LMIB	LMIB	LM
KH59	LMIB	LMIB	LM
KH60	LMIB	LMIB	LM
KH61	LMIB	LMIB	LM
KH62	LMIB	LMIB	LM
KH63	LMIB	LMIB	LM
KH64	LMIB	LMIB	LM
KH65	LMIB	LMIB	LM
KH66	LMIB	LMIB	LM
KH67	LMIB	LMIB	LM
KH68+71	LMIB		LM
KH69	LMIB	LMIB	LM
KH70	LMIB	LMIB	LM
KH72	LMIB	LMIB	LM
KH73	LMIB	LMIB	LM
KH74	LMIB	LMIB	LM
KH75	LMIB	LMIB	LM
KH76	LMIB	LMIB	LM
KH77	LMIB	LMIB	LM
KH78	LMIB	LMIB	LM
KH79		LMIB	LM
KH79+89			
KH80	LMIB	LMIB	LM
KH81	LMIB	LMIB	LM
KH82	LMIB	LMIB	LM
KH83	LMIB	LMIB	LM
KH84	LMIB	LMIB	LM
KH85	LMIB	LMIB	LM
KH86	LMIB	LMIB	LM
KH87	LMIB		LM
KH88		LMIB	LM
KH90		LMIB	LM
KH91	LMIB	LMIB	LM
KH92		LMIB	LM
KH93		LMIB	LM
KH94		LMIB	LM
KH95		LMIB	LM
KH96		LMIB	LM
KH97a		LMIB	LM
KH97b		LMIB	LM
KH99		LMIB	LM
KH100	LMIIIA	LMIB	LM
KH101		LMIB	LM
KHWa1001	LMIB		LM
KHWa1002			
KHWa1003	LMIB	LMIB	LM
KHWa1004		LMIB	LM
KHWa1005	LMIB	LMIB	LM
KHWa1006		LMIB	LM
KHWa1007		LMIB	LM
KHWa1008		LMIB	LM
KHWa1009	LMIB	LMIB	LM
KHWa1010		LMIB	LM
KHWa1011	LMIB	LMIB	LM
KHWa1012	LMIB	LMIB	LM
KHWa1013	LMIB		LM
KHWa1014	LMIB		LM
KHWa1015			
KHWa1016	LMIB		LM
KHWa1017	LMIB	LMIB	LM
KHWa1018	LMIB	LMIB	LM
KHWa1019	LMIB	LMIB	LM
KHWa1020	LMIB	LMIB	LM
KHWc2001		LMIB	LM
KHWc2002		LMIB	LM
KHWc2003			
KHWc2004		LMIB	LM
KHWc2005		LMIB	LM
KHWc2006	LMIB	LMIB	LM
KHWc2007	LMIB	LMIB	LM
KHWc2008	LMIB	LMIB	LM
KHWc2009	LMIB	LMIB	LM
KHWc2010	LMIB	LMIB	LM
KHWc2011	LMIB	LMIB	LM
KHWc2012	LMIB	LMIB	LM
KHWc2013	LMIB	LMIB	LM
KHWc2014	LMIB	LMIB	LM
KHWc2015	LMIB	LMIB	LM
KHWc2016	LMIB	LMIB	LM
KHWc2017	LMIB	LMIB	LM
KHWc2018	LMIB	LMIB	LM
KHWc2019	LMIB	LMIB	LM
KHWc2020	LMIB	LMIB	LM
KHWc2021	LMIB	LMIB	LM
KHWc2022	LMIB	LMIB	LM
KHWc2023	LMIB	LMIB	LM
KHWc2024	LMIB	LMIB	LM
KHWc2025	LMIB	LMIB	LM
KHWc2026	LMIB	LMIB	LM
KHWc2027	LMIB	LMIB	LM
KHWc2028	LMIB	LMIB	LM
KHWc2029	LMIB	LMIB	LM
KHWc2030		LMIB	LM
KHWc2031	LMIB	LMIB	LM
KHWc2032	LMIB	LMIB	LM
KHWc2033	LMIB	LMIB	LM
KHWc2034	LMIB	LMIB	LM
KHWc2035	LMIB	LMIB	LM
KHWc2036	LMIB	LMIB	LM
KHWc2037	LMIB	LMIB	LM
KHWc2038	LMIB	LMIB	LM
KHWc2039	LMIB	LMIB	LM
KHWc2040	LMIB	LMIB	LM
KHWc2041	LMIB	LMIB	LM
KHWc2042	LMIB	LMIB	LM
KHWc2043	LMIB	LMIB	LM
KHWc2044		LMIB	LM
KHWc2045	LMIB	LMIB	LM
KHWc2046	LMIB	LMIB	LM
KHWc2047	LMIB	LMIB	LM
KHWc2048	LMIB	LMIB	LM
KHWc2049	LMIB	LMIB	LM
KHWc2050	LMIB	LMIB	LM
KHWc2051	LMIB	LMIB	LM
KHWc2052	LMIB	LMIB	LM
KHWc2053	LMIB	LMIB	LM
KHWc2054	LMIB	LMIB	LM
KHWc2055	LMIB	LMIB	LM
KHWc2056	LMIB	LMIB	LM
KHWc2057	LMIB	LMIB	LM
KHWc2058	LMIB	LMIB	LM
KHWc2092			
KHWc2091			
KHWc2059		LMIB	LM
KHWc2060	LMIB	LMIB	LM
KHWc2061	LMIB	LMIB	LM
KHWc2062	LMIB	LMIB	LM
KHWc2063	LMIB		LM
KHWc2064	LMIB	LMIB	LM
KHWc2065	LMIB	LMIB	LM
KHWc2066	LMIB	LMIB	LM
KHWc2067	LMIB	LMIB	LM
KHWc2068	LMIB	LMIB	LM
KHWc2069	LMIB	LMIB	LM
KHWc2070	LMIB	LMIB	LM
KHWc2074	LMIB		LM
KHWc2079	LMIB		LM
KHWc2084	LMIB	LMIB	LM
KHWc2088			
KHWc2089			
KHWc2095	LMIB		LM
KHWc2097	LMIB	LMIB	LM
KHWc2096			
KHWc2098	LMIB	LMIB	LM
KHWc2099	LMIB	LMIB	LM
KHWc2100	LMIB	LMIB	LM
KHWc2101	LMIB	LMIB	LM
KHWc2102	LMIB	LMIB	LM
KHWc2103	LMIB	LMIB	LM
KHWc2104	LMIB	LMIB	LM
KHWc2105	LMIB	LMIB	LM
KHWc2106	LMIB	LMIB	LM
KHWc2109	LMIB	LMIB	LM
KHWc2110	LMIB	LMIB	LM
KHWc2111	LMIB	LMIB	LM
KHWc2113	LMIB	LMIB	LM
KHWc2114	LMIB	LMIB	LM
KHWc2115	LMIB	LMIB	LM
KHWc2117	LMIIIA	LMIB	LM
KHWc2118		LMIB	LM
KHWc2121			
KHWc2122	LMIB		LM
KHWc2123			
KHWc2124			
KHZb98	MMIII		MM
KN1a		LMIA	LM
KN1b		LMIA	LM
KN2		LMIA	LM
KN22a			
KN22b			
KN22c		LMIA	LM
KN28a		LMIA	LM
KN28b		LMIA	LM
KN32a			
KN32b			
KN54			
KN49		MMIIA	MM
KNWa50			
KNWb33		MMIIIB	MM
KNWb50			
KNWb51			
KNWc3	MMIIIB	MMIIIB	MM
KNWc23			
KNWc26			
KNWc29	MMIIIB	MMIIIB	MM
KNWc30	MMIIIB	MMIIIB	MM
KNWc42			
KNWc43			
KNWc48			
KNZa10	LMIA	LMIA	LM
KNZa17		LMIA	LM
KNZa18		LMIA	LM
KNZa19			
KNZb4			
KNZb5	MMIIIB	MMIIIB	MM
KNZb20	LMIA	LMIA	LM
KNZb<27>	MMIIIB		MM
KNZb34		LMIA	LM
KNZb35		MMIII	MM
KNZb<36>			
KNZb<37>			
KNZb<38>			
KNZb<39>			
KNZb40		LMII	LM
KNZb52	LMIA		LM
KNZb56			
KHZc106			
KNZc6		MMIII	MM
KNZc7		MMIII	MM
KNZd46			
KNZe16		LMII	LM
KNZe44			
KNZe45			
KNZe49			
KNZe56			
KNZf13	LMIA	MMIII	CONFLICT
KNZf31			
KNZg<21>	LMIA		LM
KNZg55	LMI		LM
KOZa1			
KOZf2			
KYZa2			
KYZg1	LMIA		LM
LAZb1(bis)			
MA1a		MMIIIB	MM
MA1b		MMIIIB	MM
MA1c		MMIIIB	MM
MA2a		MMIIIB	MM
MA2b		MMIIIB	MM
MA2c		MMIIIB	MM
MA4a		MMIIIB	MM
MA4b		MMIIIB	MM
MA6a		MMIIIB	MM
MA6b		MMIIIB	MM
MA6c		MMIIIB	MM
MA6d		MMIIIB	MM
MA9	MMIII	MMIIIB	MM
MA10a		MMIIIB	MM
MA10b		MMIIIB	MM
MA10c		MMIIIB	MM
MA10d		MMIIIB	MM
MAWc<5>			
MAWc7	MMIIIB	MMIIIB	MM
MAZb15			
MAZb8	LMIA		LM
MAZe11			
MARGWa1-26			
MI2		LMI	LM
MIZb1			
MIZb3			
MILZb1			
MOZb2?			
MOZb3?			
MOZf1			
MYZf1			
MYZf2			
MYZg1			
NEZa1			
PA1		LMIB	LM
PE1		LMIB	LM
PE2		LMIB	LM
PEWs			
PEWy5			
PEZb			
PEZb3	LMIB		LM
PEZb7	LMIB		LM
PEZb8	LMIB		LM
PEZc4	LMIB		LM
PEZg5	LMIB		LM
PEZg6			
PETSWc			
PH1a		MMIIIB	MM
PH1b		MMIIIB	MM
PH2			
PH3a		MMIIIB	MM
PH3b		MMIIIB	MM
PH6	MMII	MMIIB	MM
PH7a		MMIIB	MM
PH7b		MMIIB	MM
PH8a		MMIIB	MM
PH8b		MMIIB	MM
PH9a		MMIIB	MM
PH9b		MMIIB	MM
PH10	MMII	MMIIB	MM
PH11	MMII		MM
PH12a		MMIIB	MM
PH12b		MMIIB	MM
PH12c		MMIIB	MM
PH13a		MMIIB	MM
PH13b		MMIIB	MM
PH13c		MMIIB	MM
PH14a		MMIIB	MM
PH14b		MMIIB	MM
PH15a		MMIIB	MM
PH15b		MMIIB	MM
PH16a		MMIIB	MM
PH16b		MMIIB	MM
PH17a		MMIIB	MM
PH17b		MMIIB	MM
PH18a		MMIIB	MM
PH18b		MMIIB	MM
PH19	MMII	MMIIB	MM
PH22a		MMIIB	MM
PH22b		MMIIB	MM
PH24	MMII	MMIIB	MM
PH25	MMII	MMIIB	MM
PH26	MMII	MMIIB	MM
PH27	MMII	MMIIB	MM
PH28a		MMIIB	MM
PH28b		MMIIB	MM
PH29a			
PH29b			
PH30	MMII	MMIIB	MM
PH31a			
PH31b			
PHWa32	MMIII	MMIII	MM
PHWb33	MMII	MMII	MM
PHWb34	MMII	MMII	MM
PHWb35	MMII	MMII	MM
PHWb36	MMII	MMII	MM
PHWb55	MMII		MM
PHWc37	MMII	MMII	MM
PHWc38	MMII	MMII	MM
PHWc39	MMII	MMII	MM
PHWc40	MMII	MMII	MM
PHWc41	MMII	MMII	MM
PHWc43	MMII	MMII	MM
PHWc44	MMII	MMII	MM
PHWc46	MMII	MMII	MM
PHWg45	MMII		MM
PHWy42	MMII		MM
PHZb4			
PHZb5			
PHZb<47>	MMIII		MM
PHZb48	MMIII		MM
PK1	LMI	LMI	LM
PK3			
PKZa4			
PKZa8			
PKZa9			
PKZa10			
PKZa11			
PKZa12			
PKZa14			
PKZa15			
PKZa16			
PKZa17			
PKZa18			
PKZa20			
PKZb?			
PKZb19			
PKZb21			
PKZb23			
PKZb24			
PKZb25			
PKZc13			
PKZg22			
PLZf1			
POZc1	LMIIIA		LM
PRZa1	LMIA		LM
PSZa2			
PSIZa1	LMIB		LM
PSIZa2	LMIB		LM
PYR1	LMIB		LM
PYR2			
PYRWc4			
PYRZb5	LMI		LM
SAMWa1	MMII		MM
SAMWe4			
SEZf1			
SIZg1			
SKZb1			
SKOZc1			
SYZa1	MMIIIB		MM
SYZa2	LMI		LM
SYZa3	LMIA		LM
SYZa4	LMIA		LM
SYZa5			
SYZa6	MMIIIA		MM
SYZb7			
SYZa8	LMIA		LM
SYZa9	LMIA		LM
SYZa10	LMIA		LM
SYZa11	LMIA		LM
SYZa12	LMIA		LM
TELZb1			
THEfr.1			
THEfr.2			
THEfr.3			
THEtab.4			
THEtab.5			
THEtab.6			
THEZb1			
THEZb2	LMIA		LM
THEZb3	LMIA		LM
THEZb4	LMIA		LM
THEZg5			
THEZb5			
THEZb7			
THEZb13			
TIZb1			
TLZa1			
TRAZb1			
TROZg1			
TROZg2			
TRYZb1			
TY2		LMIB	LM
TY3a		LMIB	LM
TY3b		LMIB	LM
TYWc5			
TYZb4			
TYZg1	LMI		LM
VRYZa1			
ZA1a		LMI	LM
ZA1b		LMI	LM
ZA4a		LMIB	LM
ZA4b		LMIB	LM
ZA5a		LMIB	LM
ZA5b		LMIB	LM
ZA6a		LMIB	LM
ZA6b		LMIB	LM
ZA7a		LMIB	LM
ZA7b		LMIB	LM
ZA8	LMIB	LMIB	LM
ZA9	LMIB	LMIB	LM
ZA10a		LMIB	LM
ZA10b		LMIB	LM
ZA11a		LMIB	LM
ZA11b		LMIB	LM
ZA12a		LMIB	LM
ZA12b		LMIB	LM
ZA13		LMIB	LM
ZA14	LMIB	LMIB	LM
ZA15a		LMIB	LM
ZA15b		LMIB	LM
ZA16	LMIB	LMIB	LM
ZA17			
ZA18a		LMIB	LM
ZA18b		LMIB	LM
ZA19		LMIB	LM
ZA20	LMIB	LMIB	LM
ZA21a		LMIB	LM
ZA21b		LMIB	LM
ZA22		LMIB	LM
ZA23		LMIB	LM
ZA24a		LMIB	LM
ZA24b		LMIB	LM
ZA25		LMIB	LM
ZA26a		LMIB	LM
ZA26b		LMIB	LM
ZA27		LMIB	LM
ZA28		LMIB	LM
ZA29		LMIB	LM
ZA30		LMIB	LM
ZA31		LMIB	LM
ZA32		LMIB	LM
ZA33		LMIB	LM
ZAWa36			
ZAWa38			
ZAWb37			
ZAWc2	LMIB	LMIB	LM
ZAZb3	LMIB		LM
ZAZb34	LMIB		LM
ZAZg34			
ZAZg35	LMIA		LM
ANZb1			
APZa<3>			
APZa1			
APZa2			
ARZf1			
ARZf2			
ARGZg1			
ARKH1a		LMI	LM
ARKH1b		LMI	LM
ARKH2	LMIB	LMI	LM
ARKH3a		LMI	LM
ARKH3b		LMI	LM
ARKH4a		LMI	LM
ARKH4b		LMI	LM
ARKH5	LMIB	LMI	LM
ARKH6	LMIB	LMI	LM
ARKH7	LMIB	LMI	LM
ARKHZc8	MMIA		MM
ARKHZf9	LMI		LM
ARMZg1	MMII		MM
CRZf1			
CRZf5			
CRZg3			
CRZg4			
FOZc1			
GO2r			
GO2v			
GOWc1a		LMIB	LM
GOWc1b		LMIB	LM
GOWc3	LMIB		LM
HSZg1		MHIII	MH
MILZb2			
MILZb3			
MILZb4			
KH102	LMIIIA	LMI	LM
PORZf2			
PKZb26			
ZAZb39			
THEZb15			
KNsceau			
KE6		LMIB	LM
KH103		LMI	LM
KNWa51			
THEZb6			
PHWa52	MMII		MM
DRAZg1			
INZb1			
PKZa27			
HTZf(HM767)	LMIB		LM
ZO1			
ZOZa1			
LACHZa1			
PH54		MMIIIA	MM
PKZa28			
KKHZb1	LMIB		LM
KH104		LMI	LM
KH105		LMI	LM
THEZg15			
THEZg16			
VRYZb2			
VRYZb3			
KNZg57a			
KNZg57b			
KNZg58			
