id	id_norm	kind	site	period	url
HT Zd 155	HTZd155	Graffiti	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=4&x=8&y=11&max_image_size=1299&ce=8f2rnhvf1dgc4tvccieljgdnrtir6k68&sp=110
HT Zd 156	HTZd156	Graffiti	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=4&x=8&y=11&max_image_size=1299&ce=8f2rnhvf1dgc4tvccieljgdnrtir6k68&sp=175
HT Zd 157	HTZd157	Graffiti	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=4&x=8&y=11&max_image_size=1299&ce=8f2rnhvf1dgc4tvccieljgdnrtir6k68&sp=177
KE 1	KE1	Tablet	Kea		https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=1&ce=ri69sv28ch462rl94m9pcr3glih11l21&sp=290
KE 6a	KE6a	Tablet	Kea	LM IB-II	https://editions.efa.gr/?r=publication&id=1050
KE 6b	KE6b	Tablet	Kea	LM IB-II	https://editions.efa.gr/?r=publication&id=1050
KE Zb 4	KEZb4	Lamp	Kea		
KE Zb 5	KEZb5	Sherd	Kea		
KH 1	KH1	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=46
KH 10	KH10	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=60
KH 100	KH100	Tablet	Khania	LM IB	
KH 101	KH101	Tablet	Khania	LM IB	https://editions.efa.gr/?r=publication&id=1050
KH 102	KH102	Tablet	Khania	LM I	https://editions.efa.gr/?r=publication&id=1050
KH 103	KH103	Tablet	Khania	LM I	https://editions.efa.gr/?r=publication&id=1050
KH 104	KH104	Tablet	Khania	LM I	https://editions.efa.gr/?r=publication&id=1050
KH 105	KH105	Tablet	Khania	LM I	https://editions.efa.gr/?r=publication&id=1050
KH 11	KH11	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=62
KH 12	KH12	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=64
KH 13	KH13	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=66
KH 14	KH14	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=68
KH 15	KH15	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=70
KH 16	KH16	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=70
KH 17	KH17	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=72
KH 18	KH18	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=72
KH 19	KH19	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=74
KH 2	KH2	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=46
KH 20	KH20	Tablet	Khania	LM IB	
KH 21	KH21	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=78
KH 22	KH22	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=78
KH 23	KH23	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=80
KH 24	KH24	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=80
KH 25	KH25	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=80
KH 26	KH26	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=82
KH 27	KH27	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=82
KH 28	KH28	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=82
KH 29	KH29	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=84
KH 3	KH3	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=46
KH 30	KH30	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=84
KH 31	KH31	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=86
KH 32	KH32	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=86
KH 33	KH33	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=86
KH 34	KH34	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=88
KH 35	KH35	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=88
KH 36	KH36	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=88
KH 37	KH37	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=90
KH 38	KH38	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=90
KH 39	KH39	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=90
KH 4	KH4	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=48
KH 40	KH40	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=92
KH 41	KH41	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=92
KH 42	KH42	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=92
KH 43	KH43	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=94
KH 44	KH44	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=94
KH 45	KH45	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=94
KH 46	KH46	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=96
KH 47	KH47	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=96
KH 49	KH49	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=96
KH 5	KH5	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=48
KH 50	KH50	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=98
KH 51	KH51	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=98
KH 52	KH52	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=98
KH 53	KH53	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=100
KH 54	KH54	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=100
KH 55	KH55	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=100
KH 56	KH56	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=102
KH 57	KH57	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=102
KH 58	KH58	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=104
KH 59	KH59	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=104
KH 6	KH6	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=50
KH 60	KH60	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=106
KH 61	KH61	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=106
KH 62	KH62	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=108
KH 63	KH63	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=108
KH 64	KH64	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=108
KH 65	KH65	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=110
KH 66	KH66	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=110
KH 67	KH67	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=110
KH 68	KH68	Tablet	Khania	LM IB	
KH 69	KH69	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=112
KH 70	KH70	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=112
KH 72	KH72	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=114
KH 73	KH73	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=114
KH 74	KH74	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=116
KH 75	KH75	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=116
KH 76	KH76	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=116
KH 77	KH77	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=118
KH 78	KH78	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=118
KH 79	KH79	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=118
KH 7a	KH7a	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=52
KH 7b	KH7b	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=54
KH 8	KH8	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=56
KH 80	KH80	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=120
KH 81	KH81	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=120
KH 82	KH82	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=120
KH 83	KH83	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=122
KH 84	KH84	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=122
KH 85	KH85	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=122
KH 86	KH86	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=124
KH 88	KH88	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=5&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=92
KH 9	KH9	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=58
KH 90	KH90	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=5&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=94
KH 91	KH91	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=5&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=96
KH 92	KH92	Tablet	Khania	LM IB	
KH 93a	KH93a	Tablet	Khania	LM IB	https://editions.efa.gr/?r=publication&id=1050
KH 93b	KH93b	Tablet	Khania	LM IB	https://editions.efa.gr/?r=publication&id=1050
KH 94	KH94	Tablet	Khania	LM IB	
KH 95	KH95	Tablet	Khania	LM IB	
KH 96	KH96	Tablet	Khania	LM IB	
KH 97	KH97	Tablet	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=124
KH 97a	KH97a	Tablet	Khania	LM IB	
KH 97b	KH97b	Tablet	Khania	LM IB	
KH 99	KH99	Tablet	Khania	LM IB	
KH Wa 1003	KHWa1003	Nodule	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=129
KH Wa 1004	KHWa1004	Nodule	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=129
KH Wa 1005	KHWa1005	Nodule	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=129
KH Wa 1006	KHWa1006	Nodule	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=130
KH Wa 1007	KHWa1007	Nodule	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=130
KH Wa 1008	KHWa1008	Nodule	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=130
KH Wa 1009	KHWa1009	Nodule	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=131
KH Wa 1010	KHWa1010	Nodule	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=131
KH Wa 1011	KHWa1011	Nodule	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=131
KH Wa 1012	KHWa1012	Nodule	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=132
KH Wa 1017	KHWa1017	Nodule	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=134
KH Wa 1018	KHWa1018	Nodule	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=135
KH Wa 1019	KHWa1019	Nodule	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=135
KH Wa 1020	KHWa1020	Nodule	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=135
KH Wc 2001	KHWc2001	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=ri69sv28ch462rl94m9pcr3glih11l21&sp=138
KH Wc 2002	KHWc2002	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=ri69sv28ch462rl94m9pcr3glih11l21&sp=138
KH Wc 2004	KHWc2004	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=ri69sv28ch462rl94m9pcr3glih11l21&sp=139
KH Wc 2005	KHWc2005	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=ri69sv28ch462rl94m9pcr3glih11l21&sp=139
KH Wc 2006	KHWc2006	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=140
KH Wc 2007	KHWc2007	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=140
KH Wc 2008	KHWc2008	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=140
KH Wc 2009	KHWc2009	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=141
KH Wc 2010	KHWc2010	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=141
KH Wc 2011	KHWc2011	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=142
KH Wc 2012	KHWc2012	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=142
KH Wc 2013	KHWc2013	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=142
KH Wc 2014	KHWc2014	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=143
